Year,Week,Day,Demand
2018,1,Monday,208.0
2018,1,Tuesday,187.0
2018,1,Wednesday,117.0
2018,1,Thursday,294.0
2018,1,Friday,449.0
2018,1,Saturday,187.0
2018,1,Sunday,144.0
2018,2,Monday,115.0
2018,2,Tuesday,114.0
2018,2,Wednesday,240.0
2018,2,Thursday,395.0
2018,2,Friday,256.0
2018,2,Saturday,193.0
2018,2,Sunday,204.0
2018,3,Monday,114.0
2018,3,Tuesday,206.0
2018,3,Wednesday,220.0
2018,3,Thursday,552.0
2018,3,Friday,461.0
2018,3,Saturday,308.0
2018,3,Sunday,169.0
2018,4,Monday,261.0
2018,4,Tuesday,191.0
2018,4,Wednesday,290.0
2018,4,Thursday,468.0
2018,4,Friday,288.0
2018,4,Saturday,296.0
2018,4,Sunday,250.0
2018,5,Monday,172.0
2018,5,Tuesday,218.0
2018,5,Wednesday,217.0
2018,5,Thursday,424.0
2018,5,Friday,335.0
2018,5,Saturday,539.0
2018,5,Sunday,292.0
2018,6,Monday,579.0
2018,6,Tuesday,402.0
2018,6,Wednesday,565.0
2018,6,Thursday,963.0
2018,6,Friday,1177.0
2018,6,Saturday,978.0
2018,6,Sunday,643.0
2018,7,Monday,1128.0
2018,7,Tuesday,1146.0
2018,7,Wednesday,1411.0
2018,7,Thursday,1746.0
2018,7,Friday,1686.0
2018,7,Saturday,1841.0
2018,7,Sunday,1998.0
2018,8,Monday,197.0
2018,8,Tuesday,252.0
2018,8,Wednesday,354.0
2018,8,Thursday,409.0
2018,8,Friday,315.0
2018,8,Saturday,468.0
2018,8,Sunday,333.0
2018,9,Monday,160.0
2018,9,Tuesday,215.0
2018,9,Wednesday,187.0
2018,9,Thursday,492.0
2018,9,Friday,376.0
2018,9,Saturday,143.0
2018,9,Sunday,225.0
2018,10,Monday,350.0
2018,10,Tuesday,354.0
2018,10,Wednesday,370.0
2018,10,Thursday,623.0
2018,10,Friday,565.0
2018,10,Saturday,445.0
2018,10,Sunday,399.0
2018,11,Monday,264.0
2018,11,Tuesday,235.0
2018,11,Wednesday,480.0
2018,11,Thursday,706.0
2018,11,Friday,574.0
2018,11,Saturday,668.0
2018,11,Sunday,278.0
2018,12,Monday,311.0
2018,12,Tuesday,244.0
2018,12,Wednesday,390.0
2018,12,Thursday,872.0
2018,12,Friday,770.0
2018,12,Saturday,483.0
2018,12,Sunday,378.0
2018,13,Monday,290.0
2018,13,Tuesday,363.0
2018,13,Wednesday,285.0
2018,13,Thursday,760.0
2018,13,Friday,859.0
2018,13,Saturday,598.0
2018,13,Sunday,573.0
2018,14,Monday,403.0
2018,14,Tuesday,370.0
2018,14,Wednesday,568.0
2018,14,Thursday,938.0
2018,14,Friday,791.0
2018,14,Saturday,700.0
2018,14,Sunday,322.0
2018,15,Monday,223.0
2018,15,Tuesday,421.0
2018,15,Wednesday,580.0
2018,15,Thursday,921.0
2018,15,Friday,900.0
2018,15,Saturday,421.0
2018,15,Sunday,365.0
