Year,Week,Day,Demand
2018,1,Monday,108.0
2018,1,Tuesday,131.0
2018,1,Wednesday,136.0
2018,1,Thursday,292.0
2018,1,Friday,324.0
2018,1,Saturday,270.0
2018,1,Sunday,197.0
2018,2,Monday,130.0
2018,2,Tuesday,131.0
2018,2,Wednesday,152.0
2018,2,Thursday,340.0
2018,2,Friday,241.0
2018,2,Saturday,122.0
2018,2,Sunday,181.0
2018,3,Monday,154.0
2018,3,Tuesday,133.0
2018,3,Wednesday,165.0
2018,3,Thursday,377.0
2018,3,Friday,296.0
2018,3,Saturday,134.0
2018,3,Sunday,97.0
2018,4,Monday,171.0
2018,4,Tuesday,188.0
2018,4,Wednesday,187.0
2018,4,Thursday,340.0
2018,4,Friday,322.0
2018,4,Saturday,309.0
2018,4,Sunday,157.0
2018,5,Monday,174.0
2018,5,Tuesday,163.0
2018,5,Wednesday,267.0
2018,5,Thursday,411.0
2018,5,Friday,371.0
2018,5,Saturday,386.0
2018,5,Sunday,268.0
2018,6,Monday,284.0
2018,6,Tuesday,448.0
2018,6,Wednesday,366.0
2018,6,Thursday,898.0
2018,6,Friday,786.0
2018,6,Saturday,396.0
2018,6,Sunday,489.0
2018,7,Monday,483.0
2018,7,Tuesday,1099.0
2018,7,Wednesday,1472.0
2018,7,Thursday,1865.0
2018,7,Friday,1139.0
2018,7,Saturday,2034.0
2018,7,Sunday,1128.0
2018,8,Monday,120.0
2018,8,Tuesday,226.0
2018,8,Wednesday,243.0
2018,8,Thursday,285.0
2018,8,Friday,325.0
2018,8,Saturday,420.0
2018,8,Sunday,242.0
2018,9,Monday,106.0
2018,9,Tuesday,205.0
2018,9,Wednesday,193.0
2018,9,Thursday,500.0
2018,9,Friday,376.0
2018,9,Saturday,332.0
2018,9,Sunday,311.0
2018,10,Monday,190.0
2018,10,Tuesday,188.0
2018,10,Wednesday,303.0
2018,10,Thursday,494.0
2018,10,Friday,529.0
2018,10,Saturday,518.0
2018,10,Sunday,440.0
2018,11,Monday,252.0
2018,11,Tuesday,210.0
2018,11,Wednesday,270.0
2018,11,Thursday,450.0
2018,11,Friday,475.0
2018,11,Saturday,319.0
2018,11,Sunday,303.0
2018,12,Monday,308.0
2018,12,Tuesday,309.0
2018,12,Wednesday,309.0
2018,12,Thursday,620.0
2018,12,Friday,563.0
2018,12,Saturday,554.0
2018,12,Sunday,329.0
2018,13,Monday,135.0
2018,13,Tuesday,314.0
2018,13,Wednesday,368.0
2018,13,Thursday,387.0
2018,13,Friday,480.0
2018,13,Saturday,529.0
2018,13,Sunday,209.0
2018,14,Monday,201.0
2018,14,Tuesday,324.0
2018,14,Wednesday,524.0
2018,14,Thursday,665.0
2018,14,Friday,571.0
2018,14,Saturday,493.0
2018,14,Sunday,618.0
2018,15,Monday,219.0
2018,15,Tuesday,177.0
2018,15,Wednesday,474.0
2018,15,Thursday,791.0
2018,15,Friday,445.0
2018,15,Saturday,350.0
2018,15,Sunday,370.0
2018,16,Monday,288.0
2018,16,Tuesday,310.0
2018,16,Wednesday,533.0
2018,16,Thursday,789.0
2018,16,Friday,343.0
2018,16,Saturday,798.0
2018,16,Sunday,239.0
2018,17,Monday,321.0
2018,17,Tuesday,421.0
2018,17,Wednesday,513.0
2018,17,Thursday,901.0
2018,17,Friday,662.0
2018,17,Saturday,628.0
2018,17,Sunday,671.0
2018,18,Monday,275.0
2018,18,Tuesday,457.0
2018,18,Wednesday,642.0
2018,18,Thursday,892.0
2018,18,Friday,559.0
2018,18,Saturday,724.0
