Year,Week,Day,Demand
2018,1,Monday,106.0
2018,1,Tuesday,117.0
2018,1,Wednesday,192.0
2018,1,Thursday,391.0
2018,1,Friday,142.0
2018,1,Saturday,277.0
2018,1,Sunday,153.0
2018,2,Monday,61.0
2018,2,Tuesday,144.0
2018,2,Wednesday,154.0
2018,2,Thursday,311.0
2018,2,Friday,273.0
2018,2,Saturday,233.0
2018,2,Sunday,125.0
2018,3,Monday,135.0
2018,3,Tuesday,210.0
2018,3,Wednesday,235.0
2018,3,Thursday,354.0
2018,3,Friday,363.0
2018,3,Saturday,338.0
2018,3,Sunday,231.0
2018,4,Monday,192.0
2018,4,Tuesday,198.0
2018,4,Wednesday,324.0
2018,4,Thursday,574.0
2018,4,Friday,419.0
2018,4,Saturday,465.0
2018,4,Sunday,264.0
2018,5,Monday,161.0
2018,5,Tuesday,210.0
2018,5,Wednesday,199.0
2018,5,Thursday,481.0
2018,5,Friday,255.0
2018,5,Saturday,380.0
2018,5,Sunday,241.0
2018,6,Monday,290.0
2018,6,Tuesday,487.0
2018,6,Wednesday,434.0
2018,6,Thursday,1311.0
2018,6,Friday,610.0
2018,6,Saturday,697.0
2018,6,Sunday,706.0
2018,7,Monday,934.0
2018,7,Tuesday,935.0
2018,7,Wednesday,1218.0
2018,7,Thursday,2607.0
2018,7,Friday,2453.0
2018,7,Saturday,2222.0
2018,7,Sunday,1096.0
2018,8,Monday,89.0
2018,8,Tuesday,168.0
2018,8,Wednesday,219.0
2018,8,Thursday,575.0
2018,8,Friday,402.0
2018,8,Saturday,253.0
2018,8,Sunday,360.0
2018,9,Monday,187.0
2018,9,Tuesday,213.0
2018,9,Wednesday,328.0
2018,9,Thursday,310.0
2018,9,Friday,271.0
2018,9,Saturday,476.0
2018,9,Sunday,208.0
2018,10,Monday,219.0
2018,10,Tuesday,215.0
2018,10,Wednesday,262.0
2018,10,Thursday,752.0
2018,10,Friday,239.0
2018,10,Saturday,307.0
2018,10,Sunday,286.0
2018,11,Monday,207.0
2018,11,Tuesday,286.0
2018,11,Wednesday,307.0
2018,11,Thursday,590.0
2018,11,Friday,581.0
2018,11,Saturday,360.0
2018,11,Sunday,307.0
2018,12,Monday,259.0
2018,12,Tuesday,341.0
2018,12,Wednesday,374.0
2018,12,Thursday,584.0
2018,12,Friday,575.0
2018,12,Saturday,364.0
2018,12,Sunday,500.0
2018,13,Monday,311.0
2018,13,Tuesday,248.0
2018,13,Wednesday,367.0
2018,13,Thursday,600.0
2018,13,Friday,688.0
2018,13,Saturday,234.0
2018,13,Sunday,293.0
2018,14,Monday,359.0
2018,14,Tuesday,349.0
2018,14,Wednesday,554.0
2018,14,Thursday,650.0
2018,14,Friday,747.0
2018,14,Saturday,775.0
2018,14,Sunday,287.0
2018,15,Monday,257.0
2018,15,Tuesday,289.0
2018,15,Wednesday,336.0
2018,15,Thursday,816.0
2018,15,Friday,670.0
2018,15,Saturday,254.0
2018,15,Sunday,470.0
2018,16,Monday,361.0
2018,16,Tuesday,373.0
2018,16,Wednesday,577.0
2018,16,Thursday,971.0
2018,16,Friday,717.0
2018,16,Saturday,537.0
2018,16,Sunday,619.0
2018,17,Monday,384.0
2018,17,Tuesday,379.0
2018,17,Wednesday,625.0
2018,17,Thursday,716.0
2018,17,Friday,702.0
2018,17,Saturday,796.0
2018,17,Sunday,276.0
2018,18,Monday,321.0
2018,18,Tuesday,316.0
2018,18,Wednesday,654.0
2018,18,Thursday,1168.0
2018,18,Friday,1044.0
2018,18,Saturday,754.0
2018,18,Sunday,660.0
2018,19,Monday,437.0
2018,19,Tuesday,611.0
2018,19,Wednesday,362.0
2018,19,Thursday,738.0
2018,19,Friday,1011.0
2018,19,Saturday,836.0
2018,19,Sunday,514.0
2018,20,Monday,451.0
2018,20,Tuesday,531.0
2018,20,Wednesday,725.0
2018,20,Thursday,1403.0
2018,20,Friday,534.0
2018,20,Saturday,992.0
2018,20,Sunday,763.0
2018,21,Monday,363.0
2018,21,Tuesday,730.0
2018,21,Wednesday,1002.0
2018,21,Thursday,1426.0
2018,21,Friday,638.0
2018,21,Saturday,966.0
2018,21,Sunday,1096.0
2018,22,Monday,555.0
2018,22,Tuesday,672.0
2018,22,Wednesday,636.0
2018,22,Thursday,1565.0
2018,22,Friday,1552.0
2018,22,Saturday,1038.0
2018,22,Sunday,910.0
2018,23,Monday,534.0
2018,23,Tuesday,496.0
2018,23,Wednesday,597.0
2018,23,Thursday,1583.0
2018,23,Friday,1024.0
2018,23,Saturday,1388.0
2018,23,Sunday,340.0
2018,24,Monday,635.0
2018,24,Tuesday,794.0
2018,24,Wednesday,1001.0
2018,24,Thursday,1603.0
2018,24,Friday,1783.0
2018,24,Saturday,860.0
2018,24,Sunday,898.0
2018,25,Monday,814.0
2018,25,Tuesday,1114.0
2018,25,Wednesday,1218.0
2018,25,Thursday,2521.0
2018,25,Friday,1939.0
2018,25,Saturday,2124.0
2018,25,Sunday,1196.0
2018,26,Monday,577.0
2018,26,Tuesday,1015.0
2018,26,Wednesday,1385.0
2018,26,Thursday,2329.0
2018,26,Friday,1732.0
2018,26,Saturday,1734.0
2018,26,Sunday,1549.0
2018,27,Monday,910.0
2018,27,Tuesday,1055.0
2018,27,Wednesday,1084.0
2018,27,Thursday,3104.0
2018,27,Friday,2565.0
2018,27,Saturday,2685.0
2018,27,Sunday,1862.0
2018,28,Monday,290.0
2018,28,Tuesday,240.0
2018,28,Wednesday,299.0
2018,28,Thursday,794.0
2018,28,Friday,425.0
2018,28,Saturday,600.0
2018,28,Sunday,201.0
2018,29,Monday,221.0
2018,29,Tuesday,323.0
2018,29,Wednesday,340.0
2018,29,Thursday,459.0
2018,29,Friday,456.0
2018,29,Saturday,466.0
2018,29,Sunday,186.0
2018,30,Monday,280.0
2018,30,Tuesday,261.0
2018,30,Wednesday,325.0
2018,30,Thursday,839.0
2018,30,Friday,321.0
2018,30,Saturday,654.0
2018,30,Sunday,187.0
2018,31,Monday,260.0
2018,31,Tuesday,221.0
2018,31,Wednesday,431.0
2018,31,Thursday,745.0
2018,31,Friday,691.0
2018,31,Saturday,485.0
2018,31,Sunday,510.0
2018,32,Monday,561.0
2018,32,Tuesday,548.0
2018,32,Wednesday,815.0
2018,32,Thursday,2102.0
2018,32,Friday,1475.0
2018,32,Saturday,1384.0
2018,32,Sunday,699.0
2018,33,Monday,818.0
2018,33,Tuesday,579.0
2018,33,Wednesday,1272.0
2018,33,Thursday,1659.0
2018,33,Friday,1013.0
2018,33,Saturday,1396.0
2018,33,Sunday,1050.0
2018,34,Monday,1106.0
2018,34,Tuesday,1314.0
2018,34,Wednesday,1441.0
2018,34,Thursday,2765.0
2018,34,Friday,2440.0
2018,34,Saturday,2600.0
2018,34,Sunday,1769.0
2018,35,Monday,1031.0
2018,35,Tuesday,1034.0
2018,35,Wednesday,1274.0
2018,35,Thursday,2469.0
2018,35,Friday,2193.0
2018,35,Saturday,2154.0
2018,35,Sunday,736.0
2018,36,Monday,683.0
2018,36,Tuesday,952.0
2018,36,Wednesday,766.0
2018,36,Thursday,1630.0
2018,36,Friday,1976.0
2018,36,Saturday,924.0
2018,36,Sunday,497.0
2018,37,Monday,659.0
2018,37,Tuesday,700.0
2018,37,Wednesday,1045.0
2018,37,Thursday,2295.0
2018,37,Friday,1062.0
2018,37,Saturday,1096.0
2018,37,Sunday,1308.0
2018,38,Monday,552.0
2018,38,Tuesday,719.0
2018,38,Wednesday,934.0
2018,38,Thursday,1287.0
2018,38,Friday,1154.0
2018,38,Saturday,1343.0
2018,38,Sunday,1067.0
2018,39,Monday,549.0
2018,39,Tuesday,550.0
2018,39,Wednesday,730.0
2018,39,Thursday,957.0
2018,39,Friday,696.0
2018,39,Saturday,1093.0
2018,39,Sunday,504.0
2018,40,Monday,466.0
2018,40,Tuesday,588.0
2018,40,Wednesday,488.0
2018,40,Thursday,1140.0
2018,40,Friday,1028.0
2018,40,Saturday,482.0
2018,40,Sunday,971.0
2018,41,Monday,215.0
2018,41,Tuesday,276.0
2018,41,Wednesday,445.0
2018,41,Thursday,669.0
2018,41,Friday,498.0
2018,41,Saturday,345.0
2018,41,Sunday,458.0
2018,42,Monday,229.0
2018,42,Tuesday,214.0
2018,42,Wednesday,316.0
2018,42,Thursday,659.0
2018,42,Friday,609.0
2018,42,Saturday,367.0
2018,42,Sunday,222.0
2018,43,Monday,282.0
2018,43,Tuesday,174.0
2018,43,Wednesday,393.0
2018,43,Thursday,830.0
2018,43,Friday,514.0
2018,43,Saturday,551.0
2018,43,Sunday,162.0
2018,44,Monday,169.0
2018,44,Tuesday,307.0
2018,44,Wednesday,405.0
2018,44,Thursday,553.0
