Year,Week,Day,Demand
2018,1,Monday,155.0
2018,1,Tuesday,138.0
2018,1,Wednesday,126.0
2018,1,Thursday,279.0
2018,1,Friday,312.0
2018,1,Saturday,373.0
2018,1,Sunday,207.0
2018,2,Monday,184.0
2018,2,Tuesday,194.0
2018,2,Wednesday,231.0
2018,2,Thursday,316.0
2018,2,Friday,269.0
2018,2,Saturday,256.0
2018,2,Sunday,197.0
2018,3,Monday,129.0
2018,3,Tuesday,215.0
2018,3,Wednesday,312.0
2018,3,Thursday,374.0
2018,3,Friday,228.0
2018,3,Saturday,345.0
2018,3,Sunday,242.0
2018,4,Monday,206.0
2018,4,Tuesday,222.0
2018,4,Wednesday,228.0
2018,4,Thursday,527.0
2018,4,Friday,439.0
2018,4,Saturday,288.0
2018,4,Sunday,200.0
2018,5,Monday,150.0
2018,5,Tuesday,186.0
2018,5,Wednesday,230.0
2018,5,Thursday,500.0
2018,5,Friday,398.0
2018,5,Saturday,233.0
2018,5,Sunday,293.0
2018,6,Monday,554.0
2018,6,Tuesday,412.0
2018,6,Wednesday,520.0
2018,6,Thursday,945.0
2018,6,Friday,1145.0
2018,6,Saturday,923.0
2018,6,Sunday,494.0
2018,7,Monday,1230.0
2018,7,Tuesday,1172.0
2018,7,Wednesday,1418.0
2018,7,Thursday,2637.0
2018,7,Friday,1440.0
2018,7,Saturday,896.0
2018,7,Sunday,885.0
2018,8,Monday,172.0
2018,8,Tuesday,252.0
2018,8,Wednesday,274.0
2018,8,Thursday,590.0
2018,8,Friday,484.0
2018,8,Saturday,421.0
2018,8,Sunday,158.0
2018,9,Monday,238.0
2018,9,Tuesday,186.0
2018,9,Wednesday,263.0
2018,9,Thursday,522.0
2018,9,Friday,352.0
2018,9,Saturday,371.0
2018,9,Sunday,212.0
2018,10,Monday,299.0
2018,10,Tuesday,271.0
2018,10,Wednesday,388.0
2018,10,Thursday,672.0
2018,10,Friday,587.0
2018,10,Saturday,521.0
2018,10,Sunday,333.0
2018,11,Monday,182.0
2018,11,Tuesday,300.0
2018,11,Wednesday,269.0
2018,11,Thursday,618.0
2018,11,Friday,404.0
2018,11,Saturday,480.0
2018,11,Sunday,359.0
2018,12,Monday,329.0
2018,12,Tuesday,317.0
2018,12,Wednesday,465.0
2018,12,Thursday,756.0
2018,12,Friday,707.0
2018,12,Saturday,198.0
2018,12,Sunday,426.0
2018,13,Monday,333.0
2018,13,Tuesday,294.0
2018,13,Wednesday,319.0
2018,13,Thursday,737.0
2018,13,Friday,595.0
2018,13,Saturday,608.0
2018,13,Sunday,433.0
2018,14,Monday,297.0
2018,14,Tuesday,426.0
2018,14,Wednesday,400.0
2018,14,Thursday,830.0
2018,14,Friday,385.0
2018,14,Saturday,768.0
2018,14,Sunday,431.0
2018,15,Monday,269.0
2018,15,Tuesday,453.0
2018,15,Wednesday,546.0
2018,15,Thursday,610.0
2018,15,Friday,799.0
2018,15,Saturday,804.0
2018,15,Sunday,457.0
2018,16,Monday,510.0
2018,16,Tuesday,377.0
2018,16,Wednesday,531.0
2018,16,Thursday,718.0
2018,16,Friday,841.0
2018,16,Saturday,542.0
2018,16,Sunday,852.0
2018,17,Monday,332.0
2018,17,Tuesday,527.0
2018,17,Wednesday,647.0
2018,17,Thursday,1502.0
2018,17,Friday,673.0
2018,17,Saturday,933.0
2018,17,Sunday,635.0
