Year,Week,Day,Demand
2018,1,Monday,88.0
2018,1,Tuesday,158.0
2018,1,Wednesday,191.0
2018,1,Thursday,326.0
2018,1,Friday,390.0
2018,1,Saturday,286.0
2018,1,Sunday,127.0
2018,2,Monday,116.0
2018,2,Tuesday,184.0
2018,2,Wednesday,219.0
2018,2,Thursday,375.0
2018,2,Friday,297.0
2018,2,Saturday,358.0
2018,2,Sunday,210.0
2018,3,Monday,152.0
2018,3,Tuesday,178.0
2018,3,Wednesday,175.0
2018,3,Thursday,521.0
2018,3,Friday,361.0
2018,3,Saturday,258.0
2018,3,Sunday,318.0
2018,4,Monday,173.0
2018,4,Tuesday,246.0
2018,4,Wednesday,247.0
2018,4,Thursday,388.0
2018,4,Friday,445.0
2018,4,Saturday,442.0
2018,4,Sunday,104.0
2018,5,Monday,154.0
2018,5,Tuesday,212.0
2018,5,Wednesday,234.0
2018,5,Thursday,671.0
2018,5,Friday,507.0
2018,5,Saturday,300.0
2018,5,Sunday,104.0
2018,6,Monday,426.0
2018,6,Tuesday,550.0
2018,6,Wednesday,563.0
2018,6,Thursday,944.0
2018,6,Friday,966.0
2018,6,Saturday,934.0
2018,6,Sunday,474.0
2018,7,Monday,1150.0
2018,7,Tuesday,1088.0
2018,7,Wednesday,1517.0
2018,7,Thursday,2737.0
2018,7,Friday,2384.0
2018,7,Saturday,1453.0
2018,7,Sunday,1144.0
2018,8,Monday,209.0
2018,8,Tuesday,165.0
2018,8,Wednesday,247.0
2018,8,Thursday,305.0
2018,8,Friday,384.0
2018,8,Saturday,344.0
2018,8,Sunday,433.0
2018,9,Monday,215.0
2018,9,Tuesday,264.0
2018,9,Wednesday,222.0
2018,9,Thursday,423.0
2018,9,Friday,336.0
2018,9,Saturday,522.0
2018,9,Sunday,207.0
2018,10,Monday,210.0
2018,10,Tuesday,312.0
2018,10,Wednesday,437.0
2018,10,Thursday,399.0
2018,10,Friday,499.0
2018,10,Saturday,637.0
2018,10,Sunday,510.0
2018,11,Monday,320.0
2018,11,Tuesday,253.0
2018,11,Wednesday,386.0
2018,11,Thursday,429.0
2018,11,Friday,567.0
2018,11,Saturday,311.0
2018,11,Sunday,162.0
2018,12,Monday,293.0
2018,12,Tuesday,326.0
2018,12,Wednesday,447.0
2018,12,Thursday,772.0
2018,12,Friday,532.0
2018,12,Saturday,507.0
2018,12,Sunday,334.0
2018,13,Monday,281.0
2018,13,Tuesday,373.0
