Year,Week,Day,Demand
2018,1,Monday,172.0
2018,1,Tuesday,195.0
2018,1,Wednesday,293.0
2018,1,Thursday,387.0
2018,1,Friday,319.0
2018,1,Saturday,432.0
2018,1,Sunday,211.0
2018,2,Monday,144.0
2018,2,Tuesday,210.0
2018,2,Wednesday,186.0
2018,2,Thursday,346.0
2018,2,Friday,300.0
2018,2,Saturday,376.0
2018,2,Sunday,236.0
2018,3,Monday,127.0
2018,3,Tuesday,175.0
2018,3,Wednesday,298.0
2018,3,Thursday,536.0
2018,3,Friday,475.0
2018,3,Saturday,311.0
2018,3,Sunday,143.0
2018,4,Monday,200.0
2018,4,Tuesday,303.0
2018,4,Wednesday,374.0
2018,4,Thursday,668.0
2018,4,Friday,533.0
2018,4,Saturday,439.0
2018,4,Sunday,206.0
2018,5,Monday,180.0
2018,5,Tuesday,280.0
2018,5,Wednesday,204.0
2018,5,Thursday,611.0
2018,5,Friday,294.0
2018,5,Saturday,573.0
2018,5,Sunday,278.0
2018,6,Monday,469.0
2018,6,Tuesday,468.0
2018,6,Wednesday,756.0
2018,6,Thursday,1128.0
2018,6,Friday,1163.0
2018,6,Saturday,1206.0
2018,6,Sunday,545.0
2018,7,Monday,1132.0
2018,7,Tuesday,1465.0
2018,7,Wednesday,1104.0
2018,7,Thursday,3032.0
2018,7,Friday,2224.0
2018,7,Saturday,1603.0
2018,7,Sunday,757.0
2018,8,Monday,285.0
2018,8,Tuesday,221.0
2018,8,Wednesday,291.0
2018,8,Thursday,687.0
2018,8,Friday,360.0
2018,8,Saturday,506.0
2018,8,Sunday,247.0
2018,9,Monday,178.0
2018,9,Tuesday,229.0
2018,9,Wednesday,217.0
2018,9,Thursday,487.0
2018,9,Friday,635.0
2018,9,Saturday,374.0
2018,9,Sunday,337.0
2018,10,Monday,288.0
2018,10,Tuesday,274.0
2018,10,Wednesday,343.0
2018,10,Thursday,653.0
2018,10,Friday,791.0
2018,10,Saturday,410.0
2018,10,Sunday,317.0
2018,11,Monday,327.0
2018,11,Tuesday,393.0
2018,11,Wednesday,365.0
2018,11,Thursday,757.0
2018,11,Friday,744.0
2018,11,Saturday,415.0
2018,11,Sunday,256.0
2018,12,Monday,216.0
2018,12,Tuesday,414.0
2018,12,Wednesday,302.0
2018,12,Thursday,716.0
2018,12,Friday,968.0
2018,12,Saturday,816.0
2018,12,Sunday,385.0
2018,13,Monday,219.0
2018,13,Tuesday,353.0
2018,13,Wednesday,496.0
2018,13,Thursday,940.0
2018,13,Friday,455.0
2018,13,Saturday,660.0
2018,13,Sunday,589.0
2018,14,Monday,417.0
2018,14,Tuesday,333.0
2018,14,Wednesday,512.0
2018,14,Thursday,752.0
2018,14,Friday,1125.0
2018,14,Saturday,425.0
2018,14,Sunday,483.0
2018,15,Monday,368.0
2018,15,Tuesday,511.0
2018,15,Wednesday,641.0
2018,15,Thursday,690.0
2018,15,Friday,692.0
2018,15,Saturday,1077.0
2018,15,Sunday,743.0
2018,16,Monday,467.0
2018,16,Tuesday,340.0
2018,16,Wednesday,661.0
2018,16,Thursday,923.0
2018,16,Friday,964.0
2018,16,Saturday,593.0
2018,16,Sunday,315.0
2018,17,Monday,473.0
2018,17,Tuesday,626.0
2018,17,Wednesday,671.0
2018,17,Thursday,1357.0
2018,17,Friday,1001.0
2018,17,Saturday,1013.0
2018,17,Sunday,588.0
2018,18,Monday,673.0
2018,18,Tuesday,612.0
2018,18,Wednesday,513.0
2018,18,Thursday,789.0
2018,18,Friday,1213.0
2018,18,Saturday,1004.0
2018,18,Sunday,991.0
2018,19,Monday,362.0
2018,19,Tuesday,829.0
2018,19,Wednesday,634.0
2018,19,Thursday,1801.0
2018,19,Friday,1300.0
2018,19,Saturday,1014.0
2018,19,Sunday,472.0
2018,20,Monday,817.0
2018,20,Tuesday,530.0
2018,20,Wednesday,1139.0
2018,20,Thursday,1938.0
2018,20,Friday,1739.0
2018,20,Saturday,978.0
2018,20,Sunday,454.0
2018,21,Monday,612.0
2018,21,Tuesday,704.0
2018,21,Wednesday,1227.0
2018,21,Thursday,1604.0
2018,21,Friday,1628.0
2018,21,Saturday,1336.0
2018,21,Sunday,972.0
2018,22,Monday,851.0
2018,22,Tuesday,816.0
2018,22,Wednesday,876.0
2018,22,Thursday,1226.0
2018,22,Friday,1360.0
2018,22,Saturday,860.0
2018,22,Sunday,531.0
2018,23,Monday,590.0
2018,23,Tuesday,517.0
2018,23,Wednesday,1223.0
