Year,Week,Day,Demand
2018,1,Monday,210.0
2018,1,Tuesday,204.0
2018,1,Wednesday,213.0
2018,1,Thursday,451.0
2018,1,Friday,376.0
2018,1,Saturday,408.0
2018,1,Sunday,140.0
2018,2,Monday,121.0
2018,2,Tuesday,184.0
2018,2,Wednesday,144.0
2018,2,Thursday,480.0
2018,2,Friday,298.0
2018,2,Saturday,185.0
2018,2,Sunday,247.0
2018,3,Monday,193.0
2018,3,Tuesday,219.0
2018,3,Wednesday,151.0
2018,3,Thursday,352.0
2018,3,Friday,415.0
2018,3,Saturday,334.0
2018,3,Sunday,227.0
2018,4,Monday,159.0
2018,4,Tuesday,184.0
2018,4,Wednesday,346.0
2018,4,Thursday,597.0
2018,4,Friday,498.0
2018,4,Saturday,235.0
2018,4,Sunday,355.0
2018,5,Monday,142.0
2018,5,Tuesday,198.0
2018,5,Wednesday,397.0
2018,5,Thursday,647.0
2018,5,Friday,406.0
2018,5,Saturday,477.0
2018,5,Sunday,381.0
2018,6,Monday,521.0
2018,6,Tuesday,613.0
2018,6,Wednesday,820.0
2018,6,Thursday,1456.0
2018,6,Friday,946.0
2018,6,Saturday,1005.0
2018,6,Sunday,914.0
2018,7,Monday,1366.0
2018,7,Tuesday,1220.0
2018,7,Wednesday,1972.0
2018,7,Thursday,3325.0
2018,7,Friday,2087.0
2018,7,Saturday,2540.0
2018,7,Sunday,1459.0
2018,8,Monday,222.0
2018,8,Tuesday,294.0
2018,8,Wednesday,307.0
2018,8,Thursday,428.0
2018,8,Friday,447.0
2018,8,Saturday,523.0
2018,8,Sunday,334.0
2018,9,Monday,193.0
2018,9,Tuesday,278.0
2018,9,Wednesday,397.0
2018,9,Thursday,463.0
2018,9,Friday,580.0
2018,9,Saturday,296.0
2018,9,Sunday,445.0
2018,10,Monday,230.0
2018,10,Tuesday,374.0
2018,10,Wednesday,427.0
2018,10,Thursday,817.0
2018,10,Friday,453.0
2018,10,Saturday,510.0
2018,10,Sunday,447.0
2018,11,Monday,244.0
2018,11,Tuesday,264.0
2018,11,Wednesday,460.0
2018,11,Thursday,750.0
2018,11,Friday,637.0
2018,11,Saturday,464.0
2018,11,Sunday,377.0
2018,12,Monday,288.0
2018,12,Tuesday,328.0
2018,12,Wednesday,383.0
2018,12,Thursday,1031.0
2018,12,Friday,664.0
2018,12,Saturday,469.0
2018,12,Sunday,202.0
2018,13,Monday,358.0
2018,13,Tuesday,395.0
2018,13,Wednesday,538.0
2018,13,Thursday,874.0
2018,13,Friday,570.0
2018,13,Saturday,669.0
2018,13,Sunday,551.0
2018,14,Monday,528.0
2018,14,Tuesday,455.0
2018,14,Wednesday,530.0
2018,14,Thursday,982.0
2018,14,Friday,805.0
2018,14,Saturday,975.0
2018,14,Sunday,241.0
2018,15,Monday,300.0
2018,15,Tuesday,388.0
2018,15,Wednesday,518.0
2018,15,Thursday,1135.0
2018,15,Friday,656.0
2018,15,Saturday,393.0
2018,15,Sunday,508.0
2018,16,Monday,358.0
2018,16,Tuesday,339.0
2018,16,Wednesday,437.0
2018,16,Thursday,1429.0
2018,16,Friday,595.0
2018,16,Saturday,804.0
2018,16,Sunday,696.0
2018,17,Monday,556.0
2018,17,Tuesday,501.0
2018,17,Wednesday,787.0
2018,17,Thursday,1758.0
2018,17,Friday,982.0
2018,17,Saturday,466.0
2018,17,Sunday,653.0
2018,18,Monday,738.0
2018,18,Tuesday,488.0
2018,18,Wednesday,666.0
2018,18,Thursday,1040.0
2018,18,Friday,931.0
2018,18,Saturday,1129.0
2018,18,Sunday,976.0
2018,19,Monday,523.0
2018,19,Tuesday,744.0
2018,19,Wednesday,619.0
2018,19,Thursday,999.0
2018,19,Friday,1630.0
2018,19,Saturday,1468.0
2018,19,Sunday,693.0
2018,20,Monday,409.0
2018,20,Tuesday,535.0
2018,20,Wednesday,895.0
2018,20,Thursday,1778.0
2018,20,Friday,1245.0
2018,20,Saturday,1448.0
2018,20,Sunday,914.0
2018,21,Monday,784.0
2018,21,Tuesday,903.0
2018,21,Wednesday,1199.0
2018,21,Thursday,1439.0
2018,21,Friday,2082.0
2018,21,Saturday,1017.0
2018,21,Sunday,730.0
2018,22,Monday,753.0
2018,22,Tuesday,656.0
2018,22,Wednesday,660.0
2018,22,Thursday,1714.0
2018,22,Friday,1953.0
2018,22,Saturday,1677.0
2018,22,Sunday,1432.0
