Year,Week,Day,Demand
2018,1,Monday,148.0
2018,1,Tuesday,155.0
2018,1,Wednesday,147.0
2018,1,Thursday,354.0
2018,1,Friday,238.0
2018,1,Saturday,145.0
2018,1,Sunday,100.0
2018,2,Monday,162.0
2018,2,Tuesday,127.0
2018,2,Wednesday,168.0
2018,2,Thursday,268.0
2018,2,Friday,188.0
2018,2,Saturday,297.0
2018,2,Sunday,115.0
2018,3,Monday,146.0
2018,3,Tuesday,209.0
2018,3,Wednesday,182.0
2018,3,Thursday,467.0
2018,3,Friday,306.0
2018,3,Saturday,313.0
2018,3,Sunday,194.0
2018,4,Monday,110.0
2018,4,Tuesday,213.0
2018,4,Wednesday,310.0
2018,4,Thursday,500.0
2018,4,Friday,294.0
2018,4,Saturday,495.0
2018,4,Sunday,273.0
2018,5,Monday,169.0
2018,5,Tuesday,172.0
2018,5,Wednesday,228.0
2018,5,Thursday,496.0
2018,5,Friday,480.0
2018,5,Saturday,265.0
2018,5,Sunday,269.0
2018,6,Monday,343.0
2018,6,Tuesday,520.0
2018,6,Wednesday,645.0
2018,6,Thursday,1153.0
2018,6,Friday,618.0
2018,6,Saturday,717.0
2018,6,Sunday,685.0
2018,7,Monday,933.0
2018,7,Tuesday,1139.0
2018,7,Wednesday,1300.0
2018,7,Thursday,2383.0
2018,7,Friday,1944.0
2018,7,Saturday,1943.0
2018,7,Sunday,1300.0
2018,8,Monday,186.0
2018,8,Tuesday,197.0
2018,8,Wednesday,225.0
2018,8,Thursday,592.0
2018,8,Friday,345.0
2018,8,Saturday,435.0
2018,8,Sunday,146.0
2018,9,Monday,169.0
2018,9,Tuesday,219.0
2018,9,Wednesday,252.0
2018,9,Thursday,432.0
2018,9,Friday,236.0
2018,9,Saturday,286.0
2018,9,Sunday,320.0
2018,10,Monday,216.0
2018,10,Tuesday,250.0
2018,10,Wednesday,210.0
2018,10,Thursday,370.0
2018,10,Friday,464.0
2018,10,Saturday,436.0
2018,10,Sunday,334.0
2018,11,Monday,167.0
2018,11,Tuesday,164.0
2018,11,Wednesday,296.0
2018,11,Thursday,632.0
2018,11,Friday,491.0
2018,11,Saturday,395.0
2018,11,Sunday,328.0
2018,12,Monday,209.0
2018,12,Tuesday,255.0
2018,12,Wednesday,268.0
2018,12,Thursday,654.0
2018,12,Friday,353.0
2018,12,Saturday,296.0
2018,12,Sunday,233.0
2018,13,Monday,210.0
2018,13,Tuesday,191.0
2018,13,Wednesday,339.0
2018,13,Thursday,738.0
2018,13,Friday,644.0
2018,13,Saturday,422.0
2018,13,Sunday,342.0
2018,14,Monday,223.0
2018,14,Tuesday,341.0
2018,14,Wednesday,488.0
2018,14,Thursday,773.0
2018,14,Friday,793.0
2018,14,Saturday,468.0
2018,14,Sunday,237.0
2018,15,Monday,187.0
2018,15,Tuesday,346.0
2018,15,Wednesday,426.0
2018,15,Thursday,729.0
2018,15,Friday,613.0
2018,15,Saturday,605.0
2018,15,Sunday,576.0
2018,16,Monday,392.0
2018,16,Tuesday,428.0
2018,16,Wednesday,361.0
2018,16,Thursday,1178.0
2018,16,Friday,737.0
2018,16,Saturday,798.0
2018,16,Sunday,273.0
2018,17,Monday,412.0
2018,17,Tuesday,391.0
2018,17,Wednesday,372.0
2018,17,Thursday,716.0
2018,17,Friday,1075.0
2018,17,Saturday,879.0
2018,17,Sunday,739.0
2018,18,Monday,361.0
2018,18,Tuesday,415.0
2018,18,Wednesday,358.0
2018,18,Thursday,645.0
2018,18,Friday,1128.0
2018,18,Saturday,627.0
2018,18,Sunday,417.0
2018,19,Monday,421.0
2018,19,Tuesday,479.0
2018,19,Wednesday,690.0
2018,19,Thursday,1126.0
2018,19,Friday,1071.0
2018,19,Saturday,628.0
2018,19,Sunday,320.0
2018,20,Monday,349.0
2018,20,Tuesday,689.0
2018,20,Wednesday,945.0
2018,20,Thursday,1779.0
2018,20,Friday,790.0
2018,20,Saturday,1080.0
2018,20,Sunday,354.0
2018,21,Monday,595.0
2018,21,Tuesday,768.0
2018,21,Wednesday,621.0
2018,21,Thursday,1451.0
2018,21,Friday,962.0
2018,21,Saturday,1301.0
2018,21,Sunday,1107.0
2018,22,Monday,483.0
2018,22,Tuesday,736.0
2018,22,Wednesday,843.0
2018,22,Thursday,785.0
2018,22,Friday,1392.0
2018,22,Saturday,1162.0
2018,22,Sunday,567.0
2018,23,Monday,309.0
2018,23,Tuesday,523.0
2018,23,Wednesday,1053.0
2018,23,Thursday,1735.0
2018,23,Friday,805.0
2018,23,Saturday,1565.0
2018,23,Sunday,724.0
2018,24,Monday,588.0
2018,24,Tuesday,746.0
2018,24,Wednesday,917.0
2018,24,Thursday,1117.0
2018,24,Friday,1444.0
2018,24,Saturday,1451.0
2018,24,Sunday,806.0
2018,25,Monday,627.0
