Year,Week,Day,Demand
2018,1,Monday,174.0
2018,1,Tuesday,166.0
2018,1,Wednesday,150.0
2018,1,Thursday,360.0
2018,1,Friday,396.0
2018,1,Saturday,277.0
2018,1,Sunday,210.0
2018,2,Monday,197.0
2018,2,Tuesday,159.0
2018,2,Wednesday,259.0
2018,2,Thursday,325.0
2018,2,Friday,301.0
2018,2,Saturday,287.0
2018,2,Sunday,251.0
2018,3,Monday,170.0
2018,3,Tuesday,224.0
2018,3,Wednesday,264.0
2018,3,Thursday,562.0
2018,3,Friday,358.0
2018,3,Saturday,214.0
2018,3,Sunday,168.0
2018,4,Monday,179.0
2018,4,Tuesday,256.0
2018,4,Wednesday,416.0
2018,4,Thursday,510.0
2018,4,Friday,494.0
2018,4,Saturday,500.0
2018,4,Sunday,355.0
2018,5,Monday,259.0
2018,5,Tuesday,241.0
2018,5,Wednesday,337.0
2018,5,Thursday,478.0
2018,5,Friday,497.0
2018,5,Saturday,351.0
2018,5,Sunday,307.0
2018,6,Monday,419.0
2018,6,Tuesday,518.0
2018,6,Wednesday,758.0
2018,6,Thursday,1125.0
2018,6,Friday,1025.0
2018,6,Saturday,1082.0
2018,6,Sunday,265.0
2018,7,Monday,1297.0
2018,7,Tuesday,1304.0
2018,7,Wednesday,1412.0
2018,7,Thursday,3211.0
2018,7,Friday,2807.0
2018,7,Saturday,2581.0
2018,7,Sunday,1303.0
2018,8,Monday,192.0
2018,8,Tuesday,234.0
2018,8,Wednesday,349.0
2018,8,Thursday,699.0
2018,8,Friday,528.0
2018,8,Saturday,467.0
2018,8,Sunday,333.0
2018,9,Monday,264.0
2018,9,Tuesday,264.0
2018,9,Wednesday,303.0
2018,9,Thursday,578.0
2018,9,Friday,444.0
2018,9,Saturday,581.0
2018,9,Sunday,268.0
2018,10,Monday,170.0
2018,10,Tuesday,258.0
2018,10,Wednesday,535.0
2018,10,Thursday,652.0
2018,10,Friday,587.0
2018,10,Saturday,751.0
2018,10,Sunday,315.0
2018,11,Monday,242.0
2018,11,Tuesday,297.0
2018,11,Wednesday,440.0
2018,11,Thursday,534.0
2018,11,Friday,691.0
2018,11,Saturday,653.0
2018,11,Sunday,538.0
2018,12,Monday,423.0
2018,12,Tuesday,444.0
2018,12,Wednesday,477.0
2018,12,Thursday,944.0
2018,12,Friday,811.0
2018,12,Saturday,503.0
2018,12,Sunday,461.0
2018,13,Monday,390.0
2018,13,Tuesday,343.0
2018,13,Wednesday,296.0
2018,13,Thursday,849.0
2018,13,Friday,638.0
2018,13,Saturday,418.0
2018,13,Sunday,592.0
2018,14,Monday,384.0
2018,14,Tuesday,496.0
2018,14,Wednesday,754.0
2018,14,Thursday,1335.0
2018,14,Friday,688.0
2018,14,Saturday,853.0
2018,14,Sunday,262.0
2018,15,Monday,493.0
2018,15,Tuesday,273.0
2018,15,Wednesday,347.0
2018,15,Thursday,732.0
2018,15,Friday,865.0
2018,15,Saturday,330.0
2018,15,Sunday,589.0
2018,16,Monday,659.0
2018,16,Tuesday,497.0
2018,16,Wednesday,872.0
2018,16,Thursday,763.0
2018,16,Friday,1094.0
2018,16,Saturday,720.0
2018,16,Sunday,421.0
2018,17,Monday,456.0
2018,17,Tuesday,603.0
2018,17,Wednesday,599.0
2018,17,Thursday,1434.0
2018,17,Friday,1108.0
2018,17,Saturday,1074.0
2018,17,Sunday,642.0
2018,18,Monday,470.0
2018,18,Tuesday,610.0
2018,18,Wednesday,561.0
2018,18,Thursday,863.0
2018,18,Friday,1229.0
2018,18,Saturday,687.0
2018,18,Sunday,863.0
2018,19,Monday,799.0
2018,19,Tuesday,727.0
2018,19,Wednesday,852.0
2018,19,Thursday,1149.0
2018,19,Friday,1454.0
2018,19,Saturday,1420.0
2018,19,Sunday,666.0
2018,20,Monday,761.0
2018,20,Tuesday,685.0
2018,20,Wednesday,799.0
2018,20,Thursday,1592.0
2018,20,Friday,1113.0
2018,20,Saturday,1576.0
2018,20,Sunday,499.0
2018,21,Monday,460.0
2018,21,Tuesday,866.0
2018,21,Wednesday,933.0
2018,21,Thursday,1118.0
2018,21,Friday,1464.0
2018,21,Saturday,1740.0
2018,21,Sunday,724.0
2018,22,Monday,663.0
2018,22,Tuesday,486.0
2018,22,Wednesday,1317.0
2018,22,Thursday,1376.0
2018,22,Friday,1610.0
2018,22,Saturday,1454.0
2018,22,Sunday,698.0
2018,23,Monday,855.0
2018,23,Tuesday,747.0
2018,23,Wednesday,1297.0
2018,23,Thursday,1457.0
2018,23,Friday,1519.0
2018,23,Saturday,1643.0
2018,23,Sunday,1131.0
2018,24,Monday,1183.0
2018,24,Tuesday,1034.0
2018,24,Wednesday,1215.0
2018,24,Thursday,2749.0
2018,24,Friday,2114.0
2018,24,Saturday,2246.0
2018,24,Sunday,1100.0
2018,25,Monday,965.0
2018,25,Tuesday,1332.0
2018,25,Wednesday,1273.0
2018,25,Thursday,3772.0
2018,25,Friday,2078.0
2018,25,Saturday,1441.0
2018,25,Sunday,930.0
2018,26,Monday,1749.0
2018,26,Tuesday,1084.0
2018,26,Wednesday,1838.0
2018,26,Thursday,2092.0
2018,26,Friday,2142.0
2018,26,Saturday,2386.0
2018,26,Sunday,1682.0
2018,27,Monday,1403.0
2018,27,Tuesday,1819.0
2018,27,Wednesday,2060.0
2018,27,Thursday,4160.0
2018,27,Friday,3127.0
2018,27,Saturday,2214.0
2018,27,Sunday,2652.0
2018,28,Monday,361.0
2018,28,Tuesday,254.0
2018,28,Wednesday,606.0
2018,28,Thursday,671.0
2018,28,Friday,511.0
2018,28,Saturday,612.0
2018,28,Sunday,333.0
2018,29,Monday,393.0
2018,29,Tuesday,371.0
2018,29,Wednesday,549.0
2018,29,Thursday,939.0
2018,29,Friday,596.0
2018,29,Saturday,517.0
2018,29,Sunday,297.0
2018,30,Monday,253.0
2018,30,Tuesday,339.0
2018,30,Wednesday,503.0
2018,30,Thursday,621.0
2018,30,Friday,535.0
2018,30,Saturday,562.0
2018,30,Sunday,442.0
2018,31,Monday,235.0
2018,31,Tuesday,244.0
2018,31,Wednesday,530.0
2018,31,Thursday,590.0
2018,31,Friday,444.0
2018,31,Saturday,324.0
2018,31,Sunday,343.0
2018,32,Monday,744.0
2018,32,Tuesday,921.0
2018,32,Wednesday,1281.0
2018,32,Thursday,2225.0
2018,32,Friday,1690.0
2018,32,Saturday,1388.0
2018,32,Sunday,260.0
2018,33,Monday,1070.0
2018,33,Tuesday,1037.0
2018,33,Wednesday,1554.0
2018,33,Thursday,2275.0
2018,33,Friday,1336.0
2018,33,Saturday,2858.0
2018,33,Sunday,522.0
2018,34,Monday,1115.0
2018,34,Tuesday,1564.0
2018,34,Wednesday,1603.0
2018,34,Thursday,3302.0
2018,34,Friday,3348.0
2018,34,Saturday,1390.0
2018,34,Sunday,974.0
2018,35,Monday,1665.0
2018,35,Tuesday,1524.0
2018,35,Wednesday,1953.0
2018,35,Thursday,4215.0
2018,35,Friday,1782.0
2018,35,Saturday,1758.0
2018,35,Sunday,1539.0
2018,36,Monday,1077.0
2018,36,Tuesday,1076.0
2018,36,Wednesday,1456.0
2018,36,Thursday,2842.0
2018,36,Friday,2181.0
2018,36,Saturday,2185.0
2018,36,Sunday,862.0
2018,37,Monday,690.0
2018,37,Tuesday,930.0
2018,37,Wednesday,1421.0
2018,37,Thursday,1671.0
2018,37,Friday,1735.0
2018,37,Saturday,1354.0
2018,37,Sunday,1637.0
2018,38,Monday,1029.0
2018,38,Tuesday,996.0
2018,38,Wednesday,681.0
